INSTCODE,ACRONYM,ECPACRONYM,FULL_NAME,TYPE,GENEBANK_LONG_TERM_COLLECTIONS,BOTANICAL_GARDEN,GENEBANK_MEDIUM_TERM_COLLECTIONS,GENEBANK_SHORT_TERM_COLLECTIONS,STREET_POB,CITY_STATE,ZIP_CODE,PHONE,FAX,EMAIL,URL,LATITUDE,LONGITUDE,ALTITUDE,UPDATED_ON,V_INSTCODE,ISO3
USA943,HCIA,,Harvard Center for International Affairs,,,,,,1737 Cambridge Street,"Cambridge, MA 02138",,617-495-1294,617-495-8292,,,null,null,null,12/12/2014,USA943,USA
USA944,,,Department of Entomology Comstock Hall,,,,,,Cornell University,"Ithaca, NY 14853-0999",,607-255-2212,607-255-3075,,,null,null,null,12/12/2014,USA944,USA
USA945,NASBA,,National Academy of Sciences Board on Agriculture,Governmental,,,,,"2101 Constitution Avenue, N.W.","Washington, DC 20418",,202-334-3078,202-334-1978,,,null,null,null,12/12/2014,USA945,USA
USA946,,,"Department of Soil Sciences, North Carolina State University",,,,,,Box 7619,"Raleigh, NC 27695-7619",,919-737-2838,919-737-3179,,,null,null,null,31/01/2017,USA317,USA
USA947,,,Hubert H. Humphrey Institute of Public Affairs,,,,,,301 19th Avenue South,"Minneapolis, MN 55455",,612-625-9505,612-625-6351,,,null,null,null,12/12/2014,USA947,USA
USA948,IM&D,,IMandD Group,,,,,,"1729 King Street, Suite 200","Alexandria, VA 22314",,703-684-8400,703-684-9489,,,null,null,null,12/12/2014,USA948,USA
USA949,,,"Office of Technology Assessment, U.S. Congress",Governmental,,,,,,"Washington, DC 20510-8025",,202-228-6533,202-228-6098,,,null,null,null,12/12/2014,USA949,USA
USA950,CIRTA,,Center for International Research and Training in Agriculture,,,,,,"RR1, P.O. Box 478","Parkersburg, Iowa 50665",,(319)3462381,(319)3462382,,,null,null,null,12/12/2014,USA950,USA
USA951,,,"The Carroll Group, Inc.",,,,,,"73 East Elm Street, Suite 11A","Chicago, IL 60611",,(312)7511454,(312)7514006,,,null,null,null,12/12/2014,USA951,USA
USA952,,,"University of Arkansas, Pine Bluff",,,,,,P.O. Box 4044,"Pine Bluff, Arkansas 71601",,(501)5416518,(501)5438033,,,null,null,null,12/12/2014,USA952,USA
USA953,USAID,,"Office of Agriculture, Bureau for Research and Development, USAID",,,,,,"1601 N. Kent, Room # 412","Rose Hill, Virginia 22 209",,(703)8754219,(703)8755344,,,null,null,null,12/12/2014,USA953,USA
USA954,UC,,"Cooperative Extension, University of California",,,,,,"777, East Rialto Avenue","San Bernardino, CA, 92415-0730",,(714)3872171,,,,null,null,null,12/12/2014,USA954,USA
USA955,PARL,,"National Arid Land Plant Genetic Resources Unit, USDA, ARS",Governmental,1,,,,9746 South Zediker Avenue,"Parlier, California 93648",,(559) 596-2980,(559) 596-2973,jenderekm@aol.com,,36.59,-119.52,null,21/08/2020,USA955,USA
USA956,OPGC,,"Ornamental Plant Germplasm Center, Ohio State University",Governmental,1,,,,670 Tharp Street,"Columbus, Ohio 43210-1086",,(614) 292-3726,(614) 292-3768,prgc@osu.edu,http://hcs.osu.edu/opgc/,40,-83.02,null,21/08/2020,USA956,USA
USA957,,,The Ecological Society of America Public Affairs Office,,,,,,"2010 Mass. Ave, NW - Suite 420","Washington, DC 20036",,(202)8338773,(202)8338775,,,null,null,null,12/12/2014,USA957,USA
USA958,DNR,,"Indiana Department of Natural Resources, Division of Entomology and Plant Pathology",,,,,,"402 W. Washington Street,Room W290","Indianapolis, IN 46204",,(317)2324120,(317)2322649,,,null,null,null,12/12/2014,USA958,USA
USA959,,,Kansas State University Farrell Library/1ACE1016,,,,,,,"Manhattan, KS 66506",,,,,,null,null,null,12/12/2014,USA959,USA
USA960,,,"Marston Science Library/1AF-J0405, University of Florida",,,,,,,"Gainesville, FL 32611-2020",,,,,,null,null,null,12/12/2014,USA960,USA
USA961,,,University of California College Eight,,,,,,,"Santa Cruz, CA 95064",,(408)4593523,(408)4593518,,,null,null,null,12/12/2014,USA961,USA
USA962,GSPI,,"G.A. Marx Pea Genetic Stock Center, Western Regional Plant Introduction Station, USDA-ARS, Washington State University",Governmental,1,0,0,0,59 Johnson Hall,"Pullman, Washington 99164-6402",,(509) 335-1502,,coynec@wsu.edu,http://www.ars.usda.gov/Main/docs.htm?docid=6637,46.46,-117.09,null,25/08/2020,USA962,USA
USA963,,,Edmon Low Library Oklahoma State University,,,,,,,"Stillwater, Oklahoma 74078-0375",,(405)7446306,(405)7445183,,,null,null,null,12/12/2014,USA963,USA
USA964,,,"Acquisition Department, Gifts Parks Library",,,,,,Iowa State University,"Ames, Iowa 50011-2140",,,,,,null,null,null,12/12/2014,USA964,USA
USA965,,,Draughon Library,,,,,,Auburn University,"Auburn, Alabama 36849-5606",,(205)8441765,(205)8441753,,,null,null,null,12/12/2014,USA965,USA
USA966,,,Potash and Phosphate Institute,,,,,,655 Engineering Drive - Suite 110,"Norcross, GA 30092-2821",,,,,,null,null,null,12/12/2014,USA966,USA
USA967,,,"Development Strategies for Fragile Lands, Seeds for Disaster Mitigation",,,,,,"2000 M Street, N.W. Suite 200","Washington, D.C. 20036",,(202)3311860,(202)3311871,tomaosborn@aol.com,,null,null,null,12/12/2014,USA967,USA
USA968,,,"PHYTON, INC.",,,,,,"125 Langmuir Lab, 95 Brown Road","Ithaca, New York 14850-1257",,(607)257 5058,(607)257 5515,,,null,null,null,12/12/2014,USA968,USA
USA969,,,"USDA/ARS/OA, Room 323-A Jamie L. Whitten Federal Building",Governmental,,,,,"14th & Independence Ave., S.W.","Washington, D.C. 20250-0300",,202-205-7835,202-690-1434,,,null,null,null,12/12/2014,USA969,USA
USA970,DB NRRC,,"Dale Bumpers National Rice Research Center, United States Department of Agriculture, Agricultural Research Services",Governmental,1,,1,,"2900 Hwy 130 E, P.O. Box 1090","Stuttgart, Arkansas",72160,870-672-9300,870-637-7581,,http://www.ars.usda.gov/Main/docs.htm?docid=23562,34.59,-91.58,null,25/08/2020,USA970,USA
USA971,DLEG,,Desert Legume Program,Governmental,,,,,2120 East Allen Road,"Tucson, Arizona 85719",,+1-520-318 7047,+1-520-621 1296,dleg@ars-grin.gov,http://arboretum.ag.arizona.edu/delep.html,32.27,-110.93,null,14/07/2015,USA971,USA
USA972,USDA/ARS,,"Agricultural Research Service, USDA",Governmental,0,0,0,0,"USDA/ARS Room.4-2212, MailStop 5139, 5601 Sunnyside Av.","Beltsville, MD20705-5139",,301-504-5541,301-504-6191,pkb@ars.usda.gov,,null,null,null,18/08/2020,USA972,USA
USA973,SECID,,South-East Consortium for International Development,Non-Governmental,,,,,"1634 Eye Street, N.W., Suite 702","Washington, D.C.",20006,(202) 628-4551,(202) 628-4561,info@secid.org,http://www.secid.org,null,null,null,12/12/2014,USA973,USA
USA974,SSE,,Seed Savers Exchange,Non-Governmental,,,,,3094 North Winn Road,"Decorah, Iowa",52101,563-387-5633,563-382-5872,preservation@seedsavers.org,http://www.seedsavers.org/,null,null,null,12/12/2014,USA974,USA
USA975,IICA,,IICA Northern Regional Center,,,,,,"1775 K Street, N.W., Suite 320",Washington D.C.,20006,001 (202) 4583767,001 (202) 4586335,,,null,null,null,12/12/2014,USA975,USA
USA976,,,University of Nebraska,,,,,,113 Biochemistry Hall,Lincoln,NE 68583-0748,402-472-6032,402-472-7978,,,null,null,null,12/12/2014,USA976,USA
USA977,,,Donald Danforth Plant Science Center,,,,,,975 North Warson Road,"St. Louis, Missouri",63132,314-587-1000,,,,null,null,null,12/12/2014,USA977,USA
USA978,IPM CRSP,,Integrated Pest Management Collaborative Research Support Program,,,,,,"Virginia Tech,1060 Litton Reaves Hall",Blacksburg,VA 24061-0334,540-231-6338,540-231-3519,keithm@vt.edu,http://crsps.unl.edu/crspdirs.htm,null,null,null,12/12/2014,USA978,USA
USA979,CREC-UF,,University of Florida-Citrus Research and Education Center,,,,,,700 Experiment station Rd,Lake Alfred,FI 33850,,,,,null,null,null,12/12/2014,USA979,USA
USA980,,,Mycogen Plant Sciences,,,,,,20212 County Road 103,Wooldland (CA),95776,,,,,null,null,null,12/12/2014,USA980,USA
USA981,XU,,Xavier University,,,,,,3800 Victory Parkway,"Cincinnati, Ohio",45207,800 344-4698,,,,null,null,null,12/12/2014,USA981,USA
USA982,ICASA/IBSNAT,,ICASA/IBSNAT,,,,,,2500 Dole Street,"Honolulu, Hawai",HI 96822,-10621,-5184,ibsnat@hawaii.edu,,null,null,null,12/12/2014,USA982,USA
USA983,AID-USA,,AID-USA,,,,,,,,,,,,http://aid-usa.org/,null,null,null,12/12/2014,USA983,USA
USA984,,,"Compton Foundation, Inc.",,,,,,"535 MIDDLEFIELD ROAD, SUITE 160 MENLO PARK",CA 94025,,(650) 328-0101,(650) 328-0171,info@ComptonFoundation.org,,null,null,null,12/12/2014,USA984,USA
USA985,,,Jessie Smith Noyes Foundation,,,,,,"6 East 39th Street, 12th Floor",New York,NY 10016-0112,(212) 684-6577,(212) 689-6549,noyes@noyes.org,,null,null,null,12/12/2014,USA985,USA
USA986,WAJF,,W. Alton Jones Foundation (US),,,,,,232 East High Street,Charlottesville,VA 22902,1 804/295-2134,1 804/295-1648,,,null,null,null,12/12/2014,USA986,USA
USA987,,,The John D. and Catherine T. MacArthur Foundation,,,,,,140 S. Dearborn Street,"Chicago, IL",60603,1 312 726 8000,1 312 920 6258,4answers@macfound.org,https://www.macfound.org/,null,null,null,25/08/2020,USA987,USA
USA988,,,The Andrew W. Mellon Foundation,,,,,,140 East 62nd Street,New York,NY 10021,(212) 838-8400,,,,null,null,null,12/12/2014,USA988,USA
USA989,,,"Interinstitutional Consortium for Indigenous Knowledge, The Pennsylvania State University",,0,0,0,0,"257 Chambers Building, University Park",Pennsylvania,PA 16802,+1-814-865 2246,+1-814-863 7602,lms11@psu.edu,http://www.ed.psu.edu/ci/icik/index.asp,null,null,null,17/06/2015,USA989,USA
USA990,SANREM CRSP,,"SANREM CRSP, University of Georgia",,,,,,1422 Experiment Station Road,Watkinsville,GA 30677,706-769-3792,706-769-1471,,http://crsps.unl.edu/crspdirs.htm,null,null,null,12/12/2014,USA990,USA
USA991,,,"Crop Science, College of Agricultural Sciences, Oregon State University",,,,,,"Crop Science 109, Oregon State University","Corvallis, OR",97331-3002,(541) 737-2821,(541) 737-1589,Barbara.J.Reed@orst.edu,,null,null,null,12/12/2014,USA991,USA
USA992,,,Pickseed West Inc.,Private,,,,,33149 Hwy 99 E,Tangent,OR 97389,541-926-8886,541-928-1599,info@pickseedwest.com,http://www.pickseedwest.com/,null,null,null,12/12/2014,USA992,USA
USA993,ABI,,Agripro Biosciences Inc,Private,,,,,P. O. Box 2955,Shawnee Mission Kansas,66201-1355,,,,,null,null,null,23/06/2017,USA993,USA
USA994,,,"Horizon Herbs, LLC",Private,,,,,PO Box 69,"Williams, OR",97544,(541) 846-6704,(541) 846-6233,hhcustserv@HorizonHerbs.com,https://strictlymedicinalseeds.com/,null,null,null,24/08/2020,USA994,USA
USA995,NCGRP,,National Center for Genetic Resources Preservation,Governmental,1,,1,,1111 South Mason St.,"Fort Collins, CO",80521,1-970-495-3227,1-970-221-1427,david.ellis@ars.usda.gov,http://www.ars.usda.gov/Main/site_main.htm?modecode=54-02-05-00,40.3,-105.05,null,21/08/2020,USA995,USA
USA996,NPGS,,National Plant Germplasm System,Governmental,,,,,,,,,,,https://www.ars-grin.gov/npgs/,null,null,null,25/08/2020,USA996,USA
USA997,NTBG-BF,,"The Breadfruit Institute, National Tropical Botanical Garden",Parastatal,,1,,,3530 Papalina Road,"Kalaheo, Kauai, Hawaii",96741,-8463,-10904,breadfruitinstitute@ntbg.org,http://ntbg.org/breadfruit,null,null,null,12/12/2014,USA997,USA
USA998,NTBG,,National Tropical Botanical Garden,Parastatal,,1,,,4013 Douglas Road,Coconut Grove,33133,-8463,-10904,administration@ntbg.org,http://ntbg.org/,null,null,null,12/12/2014,USA998,USA
USA999,,,Dickinson Research Extension Center,,,,,,1041 State Avenue,Dickinson ND,,,,,http://www.ag.ndsu.nodak.edu/dickinso/,null,null,null,12/12/2014,USA999,USA
UZB001,IGPEB,,Institute of Genetics and Plant Experimental Biology,Governmental,0,0,0,1,"Kibray district, Yukori-yuz street, Tashkent region, Uzbekistan",Tashkent,111226,(998-71)- 264-23-90,(998-71)- 264-22-30,igebr_anruz@mail.ru,http://www.genetika.uz,41.36,69.4,null,24/03/2021,UZB001,UZB
UZB002,SamAI,,Samarkand Agricultural Institute,Governmental,,,,1,"77, Mirzo Ulugbek St.",Samarkand,703003,(998-36662)- 34-33-20,(998-36662)- 34-07-86,sam@uzpak.uz,www.samai.uzpak.uz,null,null,null,12/12/2014,UZB033,UZB
UZB003,BI,,Botanical Institute,Governmental,,,,1,"32, F.Khodjaeva St.",Tashkent,700143,"(998-71)- 162-70-65, 162-70-85",(998-71)- 162-78-38,botany@uzsci.net,,null,null,null,12/12/2014,UZB003,UZB
UZB004,BG,,Botanical Garden named F.A.Rusanov,Governmental,,1,,1,"232, Djakhan Abidova  St.",Tashkent,700053,(998-71)- 235-06-13,(998-71)- 162-78-38,botany@uzsci.net,,null,null,null,12/12/2014,UZB004,UZB
UZB005,UzSPCA,,Uzbek Scientific Production Center of Agriculture,Governmental,,,,,"1, U.Yusupov St.",Tashkent,700128,(998-71)- 144-91-52,(998-71)- 139-49-93,uzspca@tkt.uz,,null,null,null,12/12/2014,UZB005,UZB
UZB006,UzRIPI,,Uzbek Research Institute of Plant Industry,Governmental,0,1,0,1,"P.O. Botanica, Kibray district",Tashkent region,702134,(998-71)- 264-23-74,(998-71)- 264-23-74,,,41.33,69.25,null,07/12/2020,UZB006,UZB
UZB007,UzRIVMCP,,"Uzbek Research Institute of Vegetable, Melon Crops and Potato",Governmental,,,,1,"P.O. Kok-saray, Tashkent district",Tashkent region,702615,(998-71)- 139-94-61,,,,null,null,null,12/12/2014,UZB007,UZB
UZB008,STC,,Science and Technologies Center,Governmental,,,,,,Tashkent,,(998-71)- 139-12-17,(998-71)- 133-49-01,,,null,null,null,31/03/2017,UZB008,UZB
UZB009,AS RUz,,Academy of Sciences of the Republic of Uzbekistan,Governmental,0,0,0,0,"70, Ya.Gulamov St.",Tashkent,700047,(998-71)- 133-74-82,(998-71)- 133-58-44,academy@uzsci.net,http://www.academy.uz,null,null,null,09/09/2020,UZB009,UZB
UZB011,IGPEB,,Institute of Genetics and Plant Experimental Biology,Governmental,,,,1,"Glavpochtamt, P.O. Box 97",Tashkent,700000,(998-71)- 264-23-90,(998-71)- 264-22-30,genetics@uzsci.net,www.uzsci.net,null,null,null,12/12/2014,UZB001,UZB
UZB012,Bioversity-CIAT,,Alliance Bioversity-CIAT Subregional Office for Central Asia,CGIAR,0,0,0,0,"c/o ICARDA, P.O. Box 4564",Tashkent,700000,(998-71)- 137-52-59,(998-71)- 120-71-25,m.turdieva@cgiar.org,http://www.ipigri.cgiar.org/regions/cwana/regional_networks/central_asia.htm,null,null,null,17/08/2020,UZB012,UZB
UZB013,CM RUz,,Cabinet Ministries of Republic of Uzbekistan,Governmental,,,,,,Tashkent,,,,,,null,null,null,12/12/2014,UZB013,UZB
UZB014,SPC 'Botanica',,Scientific Production Center 'Botanica',Governmental,,1,,1,"32, F.Khodjaeva St.",Tashkent,700143,"(998-71)- 162-70-65, 162-70-85",(998-71)- 162-78-38,botany@uzsci.net,,null,null,null,23/08/2020,UZB014,UZB
UZB015,,,Nukus Arboretum,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB015,UZB
UZB016,MAWR RUz,,Ministry of Agriculture and Water Resources,Governmental,,,,,"4, Navoiy St.",Tashkent,700128,"(998-71)- 241-13-53, 241-00-42","998-71)- 241-87-87, 241-32-92",,,null,null,null,12/12/2014,UZB016,UZB
UZB017,Главупрлесхоз,,Main Management on Forestry,Governmental,,,,,,Tashkent,,(998-71)-,(998-71)-,,,null,null,null,12/12/2014,UZB017,UZB
UZB018,,,Kizil-Kum State Reserve,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB018,UZB
UZB019,Goskompriroda,,State Committee of Nature Protection,Governmental,,,,,Amir Temur Str.,Tashkent,70,(988-71)- 144-25-99,(998-71)-,,,null,null,null,12/12/2014,UZB019,UZB
UZB020,,,Chatkal Biosphere Reserve,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB020,UZB
UZB021,,,Gissar State Reserve,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB021,UZB
UZB022,,,Nurata State Reserve,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB022,UZB
UZB023,Goskomgeo,,State Committee on Geology,Governmental,,,,,,Tashkent,,(998-71)-,(998-71)-,,,null,null,null,12/12/2014,UZB023,UZB
UZB024,,,Kitab Mountain Forest Geological Reserve,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB024,UZB
UZB025,,,Zaamin Mountain Forest Reserve,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB025,UZB
UZB026,Uzkartoshka uruglari,,Association 'Uzkartoshka uruglari',Governmental,,,,,,Tashkent,,(998-71)-,(998-71)-,,,null,null,null,03/04/2019,UZB026,UZB
UZB027,Uzdonmakhsulot,,Coorporation 'Uzdonmakhsulot',Governmental,,,,,,Tashkent,,(998-71)-,(998-71)-,,,null,null,null,03/04/2019,UZB027,UZB
UZB028,Uznavuruglari,,Association 'Uznavuruglari',Governmental,,,,,,Tashkent,,(998-71)-,(998-71)-,,,null,null,null,03/04/2019,UZB028,UZB
UZB029,ADFF RUz,,Assosiation of dekhkan and farmer farms of Republic of Uzbekistan,,,,,,,Tashkent,,,,,,null,null,null,19/02/2015,UZB029,UZB
UZB030,UzRIR,,Uzbek Research Institute of Rice,Governmental,,,,1,"Avangard village, Urta-chirchik district",Tashkent region,702310,(998-71)- 139-90-34,,uzrri@sarkor.uz,,null,null,null,12/12/2014,UZB030,UZB
UZB031,UzRIHVWM,,"Uzbek Research Institute of Horticulture, Vine Growing and Wine Making named R.R.Shreder",Governmental,,1,,,"P.O. Shura-bazar, Tashkent district",Tashkent region,702174,(998-71)- 224-24-42,,,,41.42,69.32,null,23/03/2021,UZB031,UZB
UZB032,MHSE RUz,,Ministry of Higher and Secondary Education,Governmental,,,,,,Tashkent,,,,,,null,null,null,12/12/2014,UZB032,UZB
UZB033,SamAI,,Samarkand Agricultural Institute named F.Khodjaev,Governmental,,,,1,"77, Mirzo Ulugbek St.",Samarkand,703003,(998-662)- 34-33-20,(998-662)- 34-07-86,samsi@uzpak.uz,http://www.samsi.uzpak.uz,null,null,null,17/08/2020,UZB033,UZB
UZB034,Uzbek ipagi,,Assosiation 'Uzbek ipagi',Non-Governmental,,,,,"1, Ismoil-ota St.",Tashkent,700170,(998-71)- 169-16-80,(998-71)- 169-16-82,ipakmpex@tkt.uz,http://www.uzbekipagi.com,null,null,null,17/08/2020,UZB034,UZB
UZB035,SRM 'Sortsemovosh',,Samarkand Rgoinal Management 'Sortsemovosh',Governmental,,,,,"182, Pendjikentskaya",Samarkand,703024,(998-662)-,,,,null,null,null,23/08/2020,UZB035,UZB
UZB036,UzRICBSP,,Uzbek Research Institute of Cotton Breeding and Seed Production,Governmental,,,,1,"P.O. Salar, Kibray district",Tashkent region,702147,(998-71)- 263-89-69,(998-71)- 263-89-69,cottonbr@tkt.uz,,41.33,69.33,null,12/12/2014,UZB036,UZB
UZB037,STC 'Plant Genepool',,Scientific- Technical Council 'Plant Genepool',,,,,,,,,,,,,null,null,null,23/08/2020,UZB037,UZB
UZB038,NUUz,,National University of Uzbekistan named Mirzo Ulugbek,Governmental,,,,1,VUZ gorodok,Tashkent,700174,(998-71)- 248-18-08,,,,null,null,null,12/12/2014,UZB038,UZB
UZB039,,,Kashkadarya Arboretum,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB039,UZB
UZB040,,,Zaamin National Park,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB040,UZB
UZB041,,,Zarafshan State Reserve,Governmental,0,1,0,0,,,,,,,,null,null,null,25/11/2020,UZB041,UZB
UZB042,Uzgoskarantin,,State Quarantine Inspection,Governmental,,,,,"1, Bobur St.",Tashkent,,(998-71)-,(998-71)-,,,null,null,null,12/12/2014,UZB042,UZB
UZB043,,,Khomiyat of Tashkent Region,Governmental,,,,,,Ташкент,,,,,,null,null,null,12/12/2014,UZB043,UZB
UZB044,OLL 'Saranav',,Organization by Limited Liability 'Sarinav',Non-Governmental,,,,,"174, Buyuk Ipak yuli St.",Tashkent,700143,(998-71)- 171-48-90,,,,null,null,null,23/08/2020,UZB044,UZB
UZB045,Olima,,Association of Women Scientists 'Olima',Non-Governmental,,,,,,Tashkent,,(998-71)-,(998-71)-,,,null,null,null,03/04/2019,UZB045,UZB
UZB046,,,Botanical Garden named A.Temur,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB046,UZB
UZB047,SPE 'Agroilmdunyo',,Scientific Production Enterprise 'Agroildunyo',Non-Governmental,,,,,"2, Universitetskya St., Kibray district",Tashkent region,700140,(998-71)- 263-96-30,(998-71)-,,,null,null,null,23/08/2020,UZB047,UZB
UZB048,GBAICGLIL,,Gallya-Aral Branch of Andijan Institute of Cereals and Grain Legumes on Irrigated Lands,Governmental,,,,1,"Olimlar kurgani, Gallya-Aral district",Djizak region,704620,"(998-743)- 22-184, 21-533",,,,null,null,null,12/12/2014,UZB048,UZB
UZB049,,,Kattakurgan Base Point of GABARICGLCIL,Governmental,,,,1,Samarkand region,Kattakurgan,704200,,,,,null,null,null,12/12/2014,UZB049,UZB
UZB050,UzRICG,,Uzbek Research Institute of Cotton Growing,Governmental,,,,1,"P.O. Ok-Kovok, Kibray district",Tashkent region,702133,"(998-71)- 264-20-45, 264-22-13",(998-71)- 264-,,,null,null,null,12/12/2014,UZB050,UZB
UZB051,KKRIA,,Karakalpak Research Institute of Agriculture named Sh.Musaev,Governmental,,,,,"P.O. Djanbas-Djab, Republic of Karakalpastan",Chimbai,743310,(998-6144)- 2-25-94,,,,null,null,null,12/12/2014,UZB051,UZB
UZB052,Uzmevasabzavotkholding,,Holding Company 'Uzmevasabzavotkholding',Governmental,,,,,,Tashkent,,(998-71)-,(998-71)-,,,null,null,null,03/04/2019,UZB052,UZB
UZB053,GSI,,State Commission of Uzbekistan for Variety Testing,Governmental,,,,,"374, Buyuk Ipak Yoli Ave.",Tashkent,700144,(998-71)- 264-16-98,(998-71)- 264-74-71,,,null,null,null,12/12/2014,UZB053,UZB
UZB054,PDF 'Dilshod-A',,Private Dekhan Farm 'Dilshod-A',Private,,,,,"123, Pervoe maya St., Mayskiy village, Kibray district",Tashkent region,702144,,,,,null,null,null,23/08/2020,UZB054,UZB
UZB055,ABP of UzRIVMCP,,Andijan Base Point of UzRIVMCP,Governmental,,,,,"Kuigan-yor, Andijan district",Andijan region,,,,,,null,null,null,12/12/2014,UZB055,UZB
UZB056,UzESOFC,,Uzbek Experimental Station of Oil-bearing and Fiber Crops,Governmental,,,,1,"P.O. Karakalpak-1, Kuyichirchik district",Tashkent region,702221,(998-71)-,,,,null,null,null,12/12/2014,UZB056,UZB
UZB057,SJSC 'Uzbekselkhozkhimiya',,State Joint-Stock Company 'Uzbekselkhozkhimiya',Governmental,,,,,,Ташкент,,,,,,null,null,null,23/08/2020,UZB057,UZB
UZB058,MA AS RUz,,Mamun Academy,Governmental,,,,,,Khiva,,(998-,(998-,,,null,null,null,12/12/2014,UZB058,UZB
UZB059,,,Surkhandarya Arboretum,,,1,,,,,,,,,,null,null,null,19/02/2015,UZB059,UZB
UZB060,GSU,,Gulistan State University,Governmental,,,,,,Gulistan,707000,(998-3672)- 25-02-75,(998-3672)- 25-40-42,kushiev@mail.ru,,null,null,null,12/12/2014,UZB060,UZB
UZB061,ChMMES,,Chatkal Mountain Meleorative Experimental Station,Governmental,,,,,"Sukock village, Parkent district",Tashkent region,,(998-    )- 21-794,,,,null,null,null,12/12/2014,UZB061,UZB
UZB062,UzRIAPDE,,Uzbek Research Institute of Astrakhan Procduction and Desert Ecology,Governmental,,,,1,"47, Mirzo Ulugbek St.",Samarkand,703000,(998-662)- 33-32-79,(998-662)- 33-34-81,mukimov@samuni.silk.org,,null,null,null,12/12/2014,UZB062,UZB
UZB063,,,Surkhan State Reserve,Governmental,,1,,,,,,,,,,null,null,null,12/12/2014,UZB063,UZB
UZB064,UzRIPP,,Uzbek Research Institute of Plant Protection,Governmental,,,,,"4, Bobur St., Yalangach village, Kibray district",Tashkent region,700140,"(998-71)- 263-75-20, 263-75-21",,,,null,null,null,12/12/2014,UZB064,UZB
UZB065,UzRIF,,Uzbek Research Institute of Forestry,Governmental,0,1,0,0,"P.O. Darkhan, Tashkent district",Tashkent region,702017,(998-71)- 125-72-32,(998-71)- 125-71-80,nii@les.org.uz,,null,null,null,11/11/2020,UZB065,UZB
UZB066,UzRIS,,Uzbek Research Institute of Sericulture,Governmental,,1,,,"1, Ipakchi St.",Tashkent,700055,"(998-71)- 249-04-56, 249-07-66",(998-71)- 249-07-66,,,null,null,null,12/12/2014,UZB066,UZB
UZB067,ICARDA-CAC,,Regional Office ICARDA for Central Asia and Caucasus,CGIAR,,,,,P.O. Box 4564,Tashkent,700000,(998-71)- 137-,(998-71)- 137-,,,null,null,null,30/05/2019,UZB067,UZB
UZB068,KKSPA 'Rice',,Karakalpak Scientific-Production Assocoation 'Rice',Governmental,,,,,"Shortambai village, Nukus disrict, Republic of Karakalpakstan",,743322,,,,,null,null,null,23/08/2020,UZB068,UZB
UZB069,CCSTD,,Coordinating Council for Science and Technological Development,Governmental,,,,,,Tashkent,,,,,,null,null,null,12/12/2014,UZB069,UZB
UZB070,SPF 'Erkin',,Scientific Production Firm 'Erkin',Non-Governmental,,,,1,"Kakhramon village, Zaigiota district",Tashkent region,702032,,,,,null,null,null,23/08/2020,UZB070,UZB
UZB071,CCSCS,,Central Cotton Seed Control Station,Governmental,,,,,"70, Namangan St.",Tashkent,700058,(998-71)- 263-99-03,,,,null,null,null,12/12/2014,UZB071,UZB
UZB072,AB UzRICG,,Andijan Branch of UzRICG,Governmental,,,,,Andijan region,Asaka,711005,,,,,null,null,null,12/12/2014,UZB072,UZB
UZB073,SB UzRICG,,Surkhandarya Branch of UzRICG,Governmental,,,,,P.O. Farm 'Namuna' Surkhandarya region,Termez,733004,,,,,null,null,null,23/08/2020,UZB073,UZB
UZB074,SUBBSFGG of UzRIHVWM,,South-Uzbek Breeding Station on Fruit and Grape Growing of UzRIHVWM named R.R.Shreder,Governmental,,1,,,"263, Rashidov St., Surkhandarya region",Denau,733500,,,,,null,null,null,12/12/2014,UZB074,UZB
UZB075,SBP UzRIVMCP,,Surkhandarya Base Point of UzRIVMCP,Governmental,,,,,,Surkhandarya region,,(998-,,,,null,null,null,12/12/2014,UZB075,UZB
UZB076,KhB UzRICG,,Khorezm Branch of UzRICG,Governmental,,,,,"Khorezm village, Khorezm region",Urgench,740006,,,,,null,null,null,12/12/2014,UZB076,UZB
UZB077,ABPCC,,Altinkul Base Point of Cereal Crops,Governmental,,,,,"'Altinkul' Farm, Kanlykul district",Republic of Karakalpakstan,743816,,,,,null,null,null,23/08/2020,UZB077,UZB
UZB078,ESPAF 'Ijodkor',,Experimental Scientific Production Agroindustrial Firm 'Ijodkor',,,,,1,"P.O. Irvadon, Namangan district",Namangan region,717104,,,,,null,null,null,23/08/2020,UZB078,UZB
UZB079,ShF 'Karasuv',,Shirkat Farm 'Karasuv',Governmental,,,,,Andijan region,Karasuv,711311,,,,,null,null,null,23/08/2020,UZB079,UZB
UZB080,TSU,,Termez State University,Governmental,,,,,F.Khodjaev St.,Termez,732011,,,,,null,null,null,12/12/2014,UZB080,UZB
